study_accession,reads_accession,fastq_1,fastq_2,library_layout,library_strategy,platform
PRJEB51728,ERR10896389,s3://era-public/fastq/ERR108/089/ERR10896389/ERR10896389_1.fastq.gz,s3://era-public/fastq/ERR108/089/ERR10896389/ERR10896389_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896404,s3://era-public/fastq/ERR108/004/ERR10896404/ERR10896404_1.fastq.gz,s3://era-public/fastq/ERR108/004/ERR10896404/ERR10896404_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896406,s3://era-public/fastq/ERR108/006/ERR10896406/ERR10896406_1.fastq.gz,s3://era-public/fastq/ERR108/006/ERR10896406/ERR10896406_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896425,s3://era-public/fastq/ERR108/025/ERR10896425/ERR10896425_1.fastq.gz,s3://era-public/fastq/ERR108/025/ERR10896425/ERR10896425_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896438,s3://era-public/fastq/ERR108/038/ERR10896438/ERR10896438_1.fastq.gz,s3://era-public/fastq/ERR108/038/ERR10896438/ERR10896438_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896448,s3://era-public/fastq/ERR108/048/ERR10896448/ERR10896448_1.fastq.gz,s3://era-public/fastq/ERR108/048/ERR10896448/ERR10896448_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896476,s3://era-public/fastq/ERR108/076/ERR10896476/ERR10896476_1.fastq.gz,s3://era-public/fastq/ERR108/076/ERR10896476/ERR10896476_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896490,s3://era-public/fastq/ERR108/090/ERR10896490/ERR10896490_1.fastq.gz,s3://era-public/fastq/ERR108/090/ERR10896490/ERR10896490_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896492,s3://era-public/fastq/ERR108/092/ERR10896492/ERR10896492_1.fastq.gz,s3://era-public/fastq/ERR108/092/ERR10896492/ERR10896492_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896496,s3://era-public/fastq/ERR108/096/ERR10896496/ERR10896496_1.fastq.gz,s3://era-public/fastq/ERR108/096/ERR10896496/ERR10896496_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896498,s3://era-public/fastq/ERR108/098/ERR10896498/ERR10896498_1.fastq.gz,s3://era-public/fastq/ERR108/098/ERR10896498/ERR10896498_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896517,s3://era-public/fastq/ERR108/017/ERR10896517/ERR10896517_1.fastq.gz,s3://era-public/fastq/ERR108/017/ERR10896517/ERR10896517_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896604,s3://era-public/fastq/ERR108/004/ERR10896604/ERR10896604_1.fastq.gz,s3://era-public/fastq/ERR108/004/ERR10896604/ERR10896604_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896621,s3://era-public/fastq/ERR108/021/ERR10896621/ERR10896621_1.fastq.gz,s3://era-public/fastq/ERR108/021/ERR10896621/ERR10896621_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896631,s3://era-public/fastq/ERR108/031/ERR10896631/ERR10896631_1.fastq.gz,s3://era-public/fastq/ERR108/031/ERR10896631/ERR10896631_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896638,s3://era-public/fastq/ERR108/038/ERR10896638/ERR10896638_1.fastq.gz,s3://era-public/fastq/ERR108/038/ERR10896638/ERR10896638_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896649,s3://era-public/fastq/ERR108/049/ERR10896649/ERR10896649_1.fastq.gz,s3://era-public/fastq/ERR108/049/ERR10896649/ERR10896649_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896663,s3://era-public/fastq/ERR108/063/ERR10896663/ERR10896663_1.fastq.gz,s3://era-public/fastq/ERR108/063/ERR10896663/ERR10896663_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896672,s3://era-public/fastq/ERR108/072/ERR10896672/ERR10896672_1.fastq.gz,s3://era-public/fastq/ERR108/072/ERR10896672/ERR10896672_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896687,s3://era-public/fastq/ERR108/087/ERR10896687/ERR10896687_1.fastq.gz,s3://era-public/fastq/ERR108/087/ERR10896687/ERR10896687_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896749,s3://era-public/fastq/ERR108/049/ERR10896749/ERR10896749_1.fastq.gz,s3://era-public/fastq/ERR108/049/ERR10896749/ERR10896749_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896751,s3://era-public/fastq/ERR108/051/ERR10896751/ERR10896751_1.fastq.gz,s3://era-public/fastq/ERR108/051/ERR10896751/ERR10896751_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896757,s3://era-public/fastq/ERR108/057/ERR10896757/ERR10896757_1.fastq.gz,s3://era-public/fastq/ERR108/057/ERR10896757/ERR10896757_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896774,s3://era-public/fastq/ERR108/074/ERR10896774/ERR10896774_1.fastq.gz,s3://era-public/fastq/ERR108/074/ERR10896774/ERR10896774_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896796,s3://era-public/fastq/ERR108/096/ERR10896796/ERR10896796_1.fastq.gz,s3://era-public/fastq/ERR108/096/ERR10896796/ERR10896796_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896801,s3://era-public/fastq/ERR108/001/ERR10896801/ERR10896801_1.fastq.gz,s3://era-public/fastq/ERR108/001/ERR10896801/ERR10896801_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896802,s3://era-public/fastq/ERR108/002/ERR10896802/ERR10896802_1.fastq.gz,s3://era-public/fastq/ERR108/002/ERR10896802/ERR10896802_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896827,s3://era-public/fastq/ERR108/027/ERR10896827/ERR10896827_1.fastq.gz,s3://era-public/fastq/ERR108/027/ERR10896827/ERR10896827_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896854,s3://era-public/fastq/ERR108/054/ERR10896854/ERR10896854_1.fastq.gz,s3://era-public/fastq/ERR108/054/ERR10896854/ERR10896854_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896921,s3://era-public/fastq/ERR108/021/ERR10896921/ERR10896921_1.fastq.gz,s3://era-public/fastq/ERR108/021/ERR10896921/ERR10896921_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896933,s3://era-public/fastq/ERR108/033/ERR10896933/ERR10896933_1.fastq.gz,s3://era-public/fastq/ERR108/033/ERR10896933/ERR10896933_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896941,s3://era-public/fastq/ERR108/041/ERR10896941/ERR10896941_1.fastq.gz,s3://era-public/fastq/ERR108/041/ERR10896941/ERR10896941_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896950,s3://era-public/fastq/ERR108/050/ERR10896950/ERR10896950_1.fastq.gz,s3://era-public/fastq/ERR108/050/ERR10896950/ERR10896950_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896963,s3://era-public/fastq/ERR108/063/ERR10896963/ERR10896963_1.fastq.gz,s3://era-public/fastq/ERR108/063/ERR10896963/ERR10896963_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10897456,s3://era-public/fastq/ERR108/056/ERR10897456/ERR10897456_1.fastq.gz,s3://era-public/fastq/ERR108/056/ERR10897456/ERR10897456_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10897469,s3://era-public/fastq/ERR108/069/ERR10897469/ERR10897469_1.fastq.gz,s3://era-public/fastq/ERR108/069/ERR10897469/ERR10897469_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10897504,s3://era-public/fastq/ERR108/004/ERR10897504/ERR10897504_1.fastq.gz,s3://era-public/fastq/ERR108/004/ERR10897504/ERR10897504_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10897510,s3://era-public/fastq/ERR108/010/ERR10897510/ERR10897510_1.fastq.gz,s3://era-public/fastq/ERR108/010/ERR10897510/ERR10897510_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10897515,s3://era-public/fastq/ERR108/015/ERR10897515/ERR10897515_1.fastq.gz,s3://era-public/fastq/ERR108/015/ERR10897515/ERR10897515_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10897522,s3://era-public/fastq/ERR108/022/ERR10897522/ERR10897522_1.fastq.gz,s3://era-public/fastq/ERR108/022/ERR10897522/ERR10897522_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900549,s3://era-public/fastq/ERR109/049/ERR10900549/ERR10900549_1.fastq.gz,s3://era-public/fastq/ERR109/049/ERR10900549/ERR10900549_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900550,s3://era-public/fastq/ERR109/050/ERR10900550/ERR10900550_1.fastq.gz,s3://era-public/fastq/ERR109/050/ERR10900550/ERR10900550_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900558,s3://era-public/fastq/ERR109/058/ERR10900558/ERR10900558_1.fastq.gz,s3://era-public/fastq/ERR109/058/ERR10900558/ERR10900558_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900560,s3://era-public/fastq/ERR109/060/ERR10900560/ERR10900560_1.fastq.gz,s3://era-public/fastq/ERR109/060/ERR10900560/ERR10900560_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900562,s3://era-public/fastq/ERR109/062/ERR10900562/ERR10900562_1.fastq.gz,s3://era-public/fastq/ERR109/062/ERR10900562/ERR10900562_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900564,s3://era-public/fastq/ERR109/064/ERR10900564/ERR10900564_1.fastq.gz,s3://era-public/fastq/ERR109/064/ERR10900564/ERR10900564_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900568,s3://era-public/fastq/ERR109/068/ERR10900568/ERR10900568_1.fastq.gz,s3://era-public/fastq/ERR109/068/ERR10900568/ERR10900568_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900579,s3://era-public/fastq/ERR109/079/ERR10900579/ERR10900579_1.fastq.gz,s3://era-public/fastq/ERR109/079/ERR10900579/ERR10900579_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900580,s3://era-public/fastq/ERR109/080/ERR10900580/ERR10900580_1.fastq.gz,s3://era-public/fastq/ERR109/080/ERR10900580/ERR10900580_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900582,s3://era-public/fastq/ERR109/082/ERR10900582/ERR10900582_1.fastq.gz,s3://era-public/fastq/ERR109/082/ERR10900582/ERR10900582_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900585,s3://era-public/fastq/ERR109/085/ERR10900585/ERR10900585_1.fastq.gz,s3://era-public/fastq/ERR109/085/ERR10900585/ERR10900585_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900595,s3://era-public/fastq/ERR109/095/ERR10900595/ERR10900595_1.fastq.gz,s3://era-public/fastq/ERR109/095/ERR10900595/ERR10900595_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900601,s3://era-public/fastq/ERR109/001/ERR10900601/ERR10900601_1.fastq.gz,s3://era-public/fastq/ERR109/001/ERR10900601/ERR10900601_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900605,s3://era-public/fastq/ERR109/005/ERR10900605/ERR10900605_1.fastq.gz,s3://era-public/fastq/ERR109/005/ERR10900605/ERR10900605_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900607,s3://era-public/fastq/ERR109/007/ERR10900607/ERR10900607_1.fastq.gz,s3://era-public/fastq/ERR109/007/ERR10900607/ERR10900607_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900609,s3://era-public/fastq/ERR109/009/ERR10900609/ERR10900609_1.fastq.gz,s3://era-public/fastq/ERR109/009/ERR10900609/ERR10900609_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900619,s3://era-public/fastq/ERR109/019/ERR10900619/ERR10900619_1.fastq.gz,s3://era-public/fastq/ERR109/019/ERR10900619/ERR10900619_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900622,s3://era-public/fastq/ERR109/022/ERR10900622/ERR10900622_1.fastq.gz,s3://era-public/fastq/ERR109/022/ERR10900622/ERR10900622_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900626,s3://era-public/fastq/ERR109/026/ERR10900626/ERR10900626_1.fastq.gz,s3://era-public/fastq/ERR109/026/ERR10900626/ERR10900626_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900631,s3://era-public/fastq/ERR109/031/ERR10900631/ERR10900631_1.fastq.gz,s3://era-public/fastq/ERR109/031/ERR10900631/ERR10900631_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900633,s3://era-public/fastq/ERR109/033/ERR10900633/ERR10900633_1.fastq.gz,s3://era-public/fastq/ERR109/033/ERR10900633/ERR10900633_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900634,s3://era-public/fastq/ERR109/034/ERR10900634/ERR10900634_1.fastq.gz,s3://era-public/fastq/ERR109/034/ERR10900634/ERR10900634_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900635,s3://era-public/fastq/ERR109/035/ERR10900635/ERR10900635_1.fastq.gz,s3://era-public/fastq/ERR109/035/ERR10900635/ERR10900635_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900639,s3://era-public/fastq/ERR109/039/ERR10900639/ERR10900639_1.fastq.gz,s3://era-public/fastq/ERR109/039/ERR10900639/ERR10900639_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900640,s3://era-public/fastq/ERR109/040/ERR10900640/ERR10900640_1.fastq.gz,s3://era-public/fastq/ERR109/040/ERR10900640/ERR10900640_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900641,s3://era-public/fastq/ERR109/041/ERR10900641/ERR10900641_1.fastq.gz,s3://era-public/fastq/ERR109/041/ERR10900641/ERR10900641_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900643,s3://era-public/fastq/ERR109/043/ERR10900643/ERR10900643_1.fastq.gz,s3://era-public/fastq/ERR109/043/ERR10900643/ERR10900643_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900645,s3://era-public/fastq/ERR109/045/ERR10900645/ERR10900645_1.fastq.gz,s3://era-public/fastq/ERR109/045/ERR10900645/ERR10900645_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900646,s3://era-public/fastq/ERR109/046/ERR10900646/ERR10900646_1.fastq.gz,s3://era-public/fastq/ERR109/046/ERR10900646/ERR10900646_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900649,s3://era-public/fastq/ERR109/049/ERR10900649/ERR10900649_1.fastq.gz,s3://era-public/fastq/ERR109/049/ERR10900649/ERR10900649_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900654,s3://era-public/fastq/ERR109/054/ERR10900654/ERR10900654_1.fastq.gz,s3://era-public/fastq/ERR109/054/ERR10900654/ERR10900654_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900655,s3://era-public/fastq/ERR109/055/ERR10900655/ERR10900655_1.fastq.gz,s3://era-public/fastq/ERR109/055/ERR10900655/ERR10900655_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900659,s3://era-public/fastq/ERR109/059/ERR10900659/ERR10900659_1.fastq.gz,s3://era-public/fastq/ERR109/059/ERR10900659/ERR10900659_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900660,s3://era-public/fastq/ERR109/060/ERR10900660/ERR10900660_1.fastq.gz,s3://era-public/fastq/ERR109/060/ERR10900660/ERR10900660_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900666,s3://era-public/fastq/ERR109/066/ERR10900666/ERR10900666_1.fastq.gz,s3://era-public/fastq/ERR109/066/ERR10900666/ERR10900666_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900669,s3://era-public/fastq/ERR109/069/ERR10900669/ERR10900669_1.fastq.gz,s3://era-public/fastq/ERR109/069/ERR10900669/ERR10900669_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900670,s3://era-public/fastq/ERR109/070/ERR10900670/ERR10900670_1.fastq.gz,s3://era-public/fastq/ERR109/070/ERR10900670/ERR10900670_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900671,s3://era-public/fastq/ERR109/071/ERR10900671/ERR10900671_1.fastq.gz,s3://era-public/fastq/ERR109/071/ERR10900671/ERR10900671_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900673,s3://era-public/fastq/ERR109/073/ERR10900673/ERR10900673_1.fastq.gz,s3://era-public/fastq/ERR109/073/ERR10900673/ERR10900673_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900675,s3://era-public/fastq/ERR109/075/ERR10900675/ERR10900675_1.fastq.gz,s3://era-public/fastq/ERR109/075/ERR10900675/ERR10900675_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900678,s3://era-public/fastq/ERR109/078/ERR10900678/ERR10900678_1.fastq.gz,s3://era-public/fastq/ERR109/078/ERR10900678/ERR10900678_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900680,s3://era-public/fastq/ERR109/080/ERR10900680/ERR10900680_1.fastq.gz,s3://era-public/fastq/ERR109/080/ERR10900680/ERR10900680_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900683,s3://era-public/fastq/ERR109/083/ERR10900683/ERR10900683_1.fastq.gz,s3://era-public/fastq/ERR109/083/ERR10900683/ERR10900683_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900685,s3://era-public/fastq/ERR109/085/ERR10900685/ERR10900685_1.fastq.gz,s3://era-public/fastq/ERR109/085/ERR10900685/ERR10900685_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900686,s3://era-public/fastq/ERR109/086/ERR10900686/ERR10900686_1.fastq.gz,s3://era-public/fastq/ERR109/086/ERR10900686/ERR10900686_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900687,s3://era-public/fastq/ERR109/087/ERR10900687/ERR10900687_1.fastq.gz,s3://era-public/fastq/ERR109/087/ERR10900687/ERR10900687_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900689,s3://era-public/fastq/ERR109/089/ERR10900689/ERR10900689_1.fastq.gz,s3://era-public/fastq/ERR109/089/ERR10900689/ERR10900689_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900690,s3://era-public/fastq/ERR109/090/ERR10900690/ERR10900690_1.fastq.gz,s3://era-public/fastq/ERR109/090/ERR10900690/ERR10900690_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900696,s3://era-public/fastq/ERR109/096/ERR10900696/ERR10900696_1.fastq.gz,s3://era-public/fastq/ERR109/096/ERR10900696/ERR10900696_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900702,s3://era-public/fastq/ERR109/002/ERR10900702/ERR10900702_1.fastq.gz,s3://era-public/fastq/ERR109/002/ERR10900702/ERR10900702_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900704,s3://era-public/fastq/ERR109/004/ERR10900704/ERR10900704_1.fastq.gz,s3://era-public/fastq/ERR109/004/ERR10900704/ERR10900704_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900707,s3://era-public/fastq/ERR109/007/ERR10900707/ERR10900707_1.fastq.gz,s3://era-public/fastq/ERR109/007/ERR10900707/ERR10900707_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900708,s3://era-public/fastq/ERR109/008/ERR10900708/ERR10900708_1.fastq.gz,s3://era-public/fastq/ERR109/008/ERR10900708/ERR10900708_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900709,s3://era-public/fastq/ERR109/009/ERR10900709/ERR10900709_1.fastq.gz,s3://era-public/fastq/ERR109/009/ERR10900709/ERR10900709_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900710,s3://era-public/fastq/ERR109/010/ERR10900710/ERR10900710_1.fastq.gz,s3://era-public/fastq/ERR109/010/ERR10900710/ERR10900710_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900711,s3://era-public/fastq/ERR109/011/ERR10900711/ERR10900711_1.fastq.gz,s3://era-public/fastq/ERR109/011/ERR10900711/ERR10900711_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900720,s3://era-public/fastq/ERR109/020/ERR10900720/ERR10900720_1.fastq.gz,s3://era-public/fastq/ERR109/020/ERR10900720/ERR10900720_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900721,s3://era-public/fastq/ERR109/021/ERR10900721/ERR10900721_1.fastq.gz,s3://era-public/fastq/ERR109/021/ERR10900721/ERR10900721_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900723,s3://era-public/fastq/ERR109/023/ERR10900723/ERR10900723_1.fastq.gz,s3://era-public/fastq/ERR109/023/ERR10900723/ERR10900723_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900725,s3://era-public/fastq/ERR109/025/ERR10900725/ERR10900725_1.fastq.gz,s3://era-public/fastq/ERR109/025/ERR10900725/ERR10900725_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900727,s3://era-public/fastq/ERR109/027/ERR10900727/ERR10900727_1.fastq.gz,s3://era-public/fastq/ERR109/027/ERR10900727/ERR10900727_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900728,s3://era-public/fastq/ERR109/028/ERR10900728/ERR10900728_1.fastq.gz,s3://era-public/fastq/ERR109/028/ERR10900728/ERR10900728_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900729,s3://era-public/fastq/ERR109/029/ERR10900729/ERR10900729_1.fastq.gz,s3://era-public/fastq/ERR109/029/ERR10900729/ERR10900729_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900734,s3://era-public/fastq/ERR109/034/ERR10900734/ERR10900734_1.fastq.gz,s3://era-public/fastq/ERR109/034/ERR10900734/ERR10900734_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900739,s3://era-public/fastq/ERR109/039/ERR10900739/ERR10900739_1.fastq.gz,s3://era-public/fastq/ERR109/039/ERR10900739/ERR10900739_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900747,s3://era-public/fastq/ERR109/047/ERR10900747/ERR10900747_1.fastq.gz,s3://era-public/fastq/ERR109/047/ERR10900747/ERR10900747_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900748,s3://era-public/fastq/ERR109/048/ERR10900748/ERR10900748_1.fastq.gz,s3://era-public/fastq/ERR109/048/ERR10900748/ERR10900748_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900749,s3://era-public/fastq/ERR109/049/ERR10900749/ERR10900749_1.fastq.gz,s3://era-public/fastq/ERR109/049/ERR10900749/ERR10900749_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900757,s3://era-public/fastq/ERR109/057/ERR10900757/ERR10900757_1.fastq.gz,s3://era-public/fastq/ERR109/057/ERR10900757/ERR10900757_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900761,s3://era-public/fastq/ERR109/061/ERR10900761/ERR10900761_1.fastq.gz,s3://era-public/fastq/ERR109/061/ERR10900761/ERR10900761_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900764,s3://era-public/fastq/ERR109/064/ERR10900764/ERR10900764_1.fastq.gz,s3://era-public/fastq/ERR109/064/ERR10900764/ERR10900764_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900765,s3://era-public/fastq/ERR109/065/ERR10900765/ERR10900765_1.fastq.gz,s3://era-public/fastq/ERR109/065/ERR10900765/ERR10900765_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900767,s3://era-public/fastq/ERR109/067/ERR10900767/ERR10900767_1.fastq.gz,s3://era-public/fastq/ERR109/067/ERR10900767/ERR10900767_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900788,s3://era-public/fastq/ERR109/088/ERR10900788/ERR10900788_1.fastq.gz,s3://era-public/fastq/ERR109/088/ERR10900788/ERR10900788_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900801,s3://era-public/fastq/ERR109/001/ERR10900801/ERR10900801_1.fastq.gz,s3://era-public/fastq/ERR109/001/ERR10900801/ERR10900801_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900806,s3://era-public/fastq/ERR109/006/ERR10900806/ERR10900806_1.fastq.gz,s3://era-public/fastq/ERR109/006/ERR10900806/ERR10900806_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900807,s3://era-public/fastq/ERR109/007/ERR10900807/ERR10900807_1.fastq.gz,s3://era-public/fastq/ERR109/007/ERR10900807/ERR10900807_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900809,s3://era-public/fastq/ERR109/009/ERR10900809/ERR10900809_1.fastq.gz,s3://era-public/fastq/ERR109/009/ERR10900809/ERR10900809_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900810,s3://era-public/fastq/ERR109/010/ERR10900810/ERR10900810_1.fastq.gz,s3://era-public/fastq/ERR109/010/ERR10900810/ERR10900810_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900812,s3://era-public/fastq/ERR109/012/ERR10900812/ERR10900812_1.fastq.gz,s3://era-public/fastq/ERR109/012/ERR10900812/ERR10900812_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900813,s3://era-public/fastq/ERR109/013/ERR10900813/ERR10900813_1.fastq.gz,s3://era-public/fastq/ERR109/013/ERR10900813/ERR10900813_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900815,s3://era-public/fastq/ERR109/015/ERR10900815/ERR10900815_1.fastq.gz,s3://era-public/fastq/ERR109/015/ERR10900815/ERR10900815_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900816,s3://era-public/fastq/ERR109/016/ERR10900816/ERR10900816_1.fastq.gz,s3://era-public/fastq/ERR109/016/ERR10900816/ERR10900816_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900819,s3://era-public/fastq/ERR109/019/ERR10900819/ERR10900819_1.fastq.gz,s3://era-public/fastq/ERR109/019/ERR10900819/ERR10900819_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900826,s3://era-public/fastq/ERR109/026/ERR10900826/ERR10900826_1.fastq.gz,s3://era-public/fastq/ERR109/026/ERR10900826/ERR10900826_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900828,s3://era-public/fastq/ERR109/028/ERR10900828/ERR10900828_1.fastq.gz,s3://era-public/fastq/ERR109/028/ERR10900828/ERR10900828_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900829,s3://era-public/fastq/ERR109/029/ERR10900829/ERR10900829_1.fastq.gz,s3://era-public/fastq/ERR109/029/ERR10900829/ERR10900829_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900830,s3://era-public/fastq/ERR109/030/ERR10900830/ERR10900830_1.fastq.gz,s3://era-public/fastq/ERR109/030/ERR10900830/ERR10900830_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900833,s3://era-public/fastq/ERR109/033/ERR10900833/ERR10900833_1.fastq.gz,s3://era-public/fastq/ERR109/033/ERR10900833/ERR10900833_2.fastq.gz,paired,wgs,illumina
