sample,accession,fastq_1,fastq_2
ERR10889969,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/069/ERR10889969/ERR10889969_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/069/ERR10889969/ERR10889969_2.fastq.gz
ERR10889989,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10889989/ERR10889989_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10889989/ERR10889989_2.fastq.gz
ERR10890004,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR10890004/ERR10890004_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR10890004/ERR10890004_2.fastq.gz
ERR10890011,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10890011/ERR10890011_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10890011/ERR10890011_2.fastq.gz
ERR10890013,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/013/ERR10890013/ERR10890013_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/013/ERR10890013/ERR10890013_2.fastq.gz
ERR10890019,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10890019/ERR10890019_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10890019/ERR10890019_2.fastq.gz
ERR10890032,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10890032/ERR10890032_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10890032/ERR10890032_2.fastq.gz
ERR10890047,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10890047/ERR10890047_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10890047/ERR10890047_2.fastq.gz
ERR10890053,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10890053/ERR10890053_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10890053/ERR10890053_2.fastq.gz
ERR10890055,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10890055/ERR10890055_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10890055/ERR10890055_2.fastq.gz
ERR10890067,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10890067/ERR10890067_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10890067/ERR10890067_2.fastq.gz
ERR10890068,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/068/ERR10890068/ERR10890068_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/068/ERR10890068/ERR10890068_2.fastq.gz
ERR10890076,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/076/ERR10890076/ERR10890076_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/076/ERR10890076/ERR10890076_2.fastq.gz
ERR10890077,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/077/ERR10890077/ERR10890077_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/077/ERR10890077/ERR10890077_2.fastq.gz
ERR10890089,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10890089/ERR10890089_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10890089/ERR10890089_2.fastq.gz
ERR10890106,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10890106/ERR10890106_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10890106/ERR10890106_2.fastq.gz
ERR10890118,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10890118/ERR10890118_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10890118/ERR10890118_2.fastq.gz
ERR10890123,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/023/ERR10890123/ERR10890123_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/023/ERR10890123/ERR10890123_2.fastq.gz
ERR10890128,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10890128/ERR10890128_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10890128/ERR10890128_2.fastq.gz
ERR10890139,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/039/ERR10890139/ERR10890139_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/039/ERR10890139/ERR10890139_2.fastq.gz
ERR10890148,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10890148/ERR10890148_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10890148/ERR10890148_2.fastq.gz
ERR10890161,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/061/ERR10890161/ERR10890161_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/061/ERR10890161/ERR10890161_2.fastq.gz
ERR10890167,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10890167/ERR10890167_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10890167/ERR10890167_2.fastq.gz
ERR10890169,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/069/ERR10890169/ERR10890169_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/069/ERR10890169/ERR10890169_2.fastq.gz
ERR10890172,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/072/ERR10890172/ERR10890172_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/072/ERR10890172/ERR10890172_2.fastq.gz
ERR10890227,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10890227/ERR10890227_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10890227/ERR10890227_2.fastq.gz
ERR10890230,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/030/ERR10890230/ERR10890230_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/030/ERR10890230/ERR10890230_2.fastq.gz
ERR10890233,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10890233/ERR10890233_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10890233/ERR10890233_2.fastq.gz
ERR10890267,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10890267/ERR10890267_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10890267/ERR10890267_2.fastq.gz
ERR10890270,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/070/ERR10890270/ERR10890270_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/070/ERR10890270/ERR10890270_2.fastq.gz
ERR10890273,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10890273/ERR10890273_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10890273/ERR10890273_2.fastq.gz
ERR10890281,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/081/ERR10890281/ERR10890281_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/081/ERR10890281/ERR10890281_2.fastq.gz
ERR10890283,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10890283/ERR10890283_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10890283/ERR10890283_2.fastq.gz
ERR10890284,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/084/ERR10890284/ERR10890284_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/084/ERR10890284/ERR10890284_2.fastq.gz
ERR10890286,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10890286/ERR10890286_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10890286/ERR10890286_2.fastq.gz
ERR10890304,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR10890304/ERR10890304_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR10890304/ERR10890304_2.fastq.gz
ERR10890310,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/010/ERR10890310/ERR10890310_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/010/ERR10890310/ERR10890310_2.fastq.gz
ERR10890312,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10890312/ERR10890312_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10890312/ERR10890312_2.fastq.gz
ERR10890324,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10890324/ERR10890324_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10890324/ERR10890324_2.fastq.gz
ERR10890327,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10890327/ERR10890327_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10890327/ERR10890327_2.fastq.gz
ERR10890346,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10890346/ERR10890346_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10890346/ERR10890346_2.fastq.gz
ERR10890351,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/051/ERR10890351/ERR10890351_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/051/ERR10890351/ERR10890351_2.fastq.gz
ERR10890361,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/061/ERR10890361/ERR10890361_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/061/ERR10890361/ERR10890361_2.fastq.gz
ERR10890364,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/064/ERR10890364/ERR10890364_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/064/ERR10890364/ERR10890364_2.fastq.gz
ERR10890374,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10890374/ERR10890374_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10890374/ERR10890374_2.fastq.gz
ERR10890375,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/075/ERR10890375/ERR10890375_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/075/ERR10890375/ERR10890375_2.fastq.gz
ERR10890379,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10890379/ERR10890379_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10890379/ERR10890379_2.fastq.gz
ERR10890388,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10890388/ERR10890388_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10890388/ERR10890388_2.fastq.gz
ERR10890390,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/090/ERR10890390/ERR10890390_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/090/ERR10890390/ERR10890390_2.fastq.gz
ERR10890392,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/092/ERR10890392/ERR10890392_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/092/ERR10890392/ERR10890392_2.fastq.gz
ERR10890400,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10890400/ERR10890400_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10890400/ERR10890400_2.fastq.gz
ERR10890424,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10890424/ERR10890424_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10890424/ERR10890424_2.fastq.gz
ERR10890431,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/031/ERR10890431/ERR10890431_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/031/ERR10890431/ERR10890431_2.fastq.gz
ERR10890458,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10890458/ERR10890458_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10890458/ERR10890458_2.fastq.gz
ERR10890493,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10890493/ERR10890493_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10890493/ERR10890493_2.fastq.gz
ERR10890573,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10890573/ERR10890573_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10890573/ERR10890573_2.fastq.gz
ERR10890575,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/075/ERR10890575/ERR10890575_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/075/ERR10890575/ERR10890575_2.fastq.gz
ERR10890592,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/092/ERR10890592/ERR10890592_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/092/ERR10890592/ERR10890592_2.fastq.gz
ERR10890596,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10890596/ERR10890596_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10890596/ERR10890596_2.fastq.gz
ERR10890609,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/009/ERR10890609/ERR10890609_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/009/ERR10890609/ERR10890609_2.fastq.gz
ERR10890648,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10890648/ERR10890648_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10890648/ERR10890648_2.fastq.gz
ERR10890834,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/034/ERR10890834/ERR10890834_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/034/ERR10890834/ERR10890834_2.fastq.gz
ERR10890888,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10890888/ERR10890888_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10890888/ERR10890888_2.fastq.gz
ERR10890908,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10890908/ERR10890908_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10890908/ERR10890908_2.fastq.gz
ERR10890917,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/017/ERR10890917/ERR10890917_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/017/ERR10890917/ERR10890917_2.fastq.gz
ERR10890935,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10890935/ERR10890935_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10890935/ERR10890935_2.fastq.gz
ERR10890966,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/066/ERR10890966/ERR10890966_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/066/ERR10890966/ERR10890966_2.fastq.gz
ERR10891032,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10891032/ERR10891032_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10891032/ERR10891032_2.fastq.gz
ERR10891064,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/064/ERR10891064/ERR10891064_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/064/ERR10891064/ERR10891064_2.fastq.gz
ERR10891085,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/085/ERR10891085/ERR10891085_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/085/ERR10891085/ERR10891085_2.fastq.gz
ERR10891090,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/090/ERR10891090/ERR10891090_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/090/ERR10891090/ERR10891090_2.fastq.gz
ERR10891105,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10891105/ERR10891105_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10891105/ERR10891105_2.fastq.gz
ERR10891500,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10891500/ERR10891500_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10891500/ERR10891500_2.fastq.gz
ERR10891503,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR10891503/ERR10891503_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR10891503/ERR10891503_2.fastq.gz
ERR10891558,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10891558/ERR10891558_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10891558/ERR10891558_2.fastq.gz
ERR10891562,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/062/ERR10891562/ERR10891562_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/062/ERR10891562/ERR10891562_2.fastq.gz
ERR10891564,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/064/ERR10891564/ERR10891564_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/064/ERR10891564/ERR10891564_2.fastq.gz
ERR10891578,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/078/ERR10891578/ERR10891578_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/078/ERR10891578/ERR10891578_2.fastq.gz
ERR10891724,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10891724/ERR10891724_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10891724/ERR10891724_2.fastq.gz
ERR10891725,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10891725/ERR10891725_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10891725/ERR10891725_2.fastq.gz
ERR10891741,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/041/ERR10891741/ERR10891741_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/041/ERR10891741/ERR10891741_2.fastq.gz
ERR10891854,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/054/ERR10891854/ERR10891854_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/054/ERR10891854/ERR10891854_2.fastq.gz
ERR10891889,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10891889/ERR10891889_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10891889/ERR10891889_2.fastq.gz
ERR10891913,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/013/ERR10891913/ERR10891913_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/013/ERR10891913/ERR10891913_2.fastq.gz
ERR10891918,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10891918/ERR10891918_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10891918/ERR10891918_2.fastq.gz
ERR10891927,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10891927/ERR10891927_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10891927/ERR10891927_2.fastq.gz
ERR10891977,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/077/ERR10891977/ERR10891977_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/077/ERR10891977/ERR10891977_2.fastq.gz
ERR10891979,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10891979/ERR10891979_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10891979/ERR10891979_2.fastq.gz
ERR10891980,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/080/ERR10891980/ERR10891980_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/080/ERR10891980/ERR10891980_2.fastq.gz
ERR10892069,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/069/ERR10892069/ERR10892069_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/069/ERR10892069/ERR10892069_2.fastq.gz
ERR10892162,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/062/ERR10892162/ERR10892162_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/062/ERR10892162/ERR10892162_2.fastq.gz
ERR10892188,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10892188/ERR10892188_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10892188/ERR10892188_2.fastq.gz
ERR10892239,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/039/ERR10892239/ERR10892239_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/039/ERR10892239/ERR10892239_2.fastq.gz
ERR10892240,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10892240/ERR10892240_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10892240/ERR10892240_2.fastq.gz
ERR10892243,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10892243/ERR10892243_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10892243/ERR10892243_2.fastq.gz
ERR10892426,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/026/ERR10892426/ERR10892426_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/026/ERR10892426/ERR10892426_2.fastq.gz
ERR10892428,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10892428/ERR10892428_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10892428/ERR10892428_2.fastq.gz
ERR10892452,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10892452/ERR10892452_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10892452/ERR10892452_2.fastq.gz
ERR10892621,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/021/ERR10892621/ERR10892621_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/021/ERR10892621/ERR10892621_2.fastq.gz
ERR10892622,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/022/ERR10892622/ERR10892622_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/022/ERR10892622/ERR10892622_2.fastq.gz
ERR10892636,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10892636/ERR10892636_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10892636/ERR10892636_2.fastq.gz
ERR10892727,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10892727/ERR10892727_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10892727/ERR10892727_2.fastq.gz
ERR10892739,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/039/ERR10892739/ERR10892739_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/039/ERR10892739/ERR10892739_2.fastq.gz
ERR10892757,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/057/ERR10892757/ERR10892757_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/057/ERR10892757/ERR10892757_2.fastq.gz
ERR10892760,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10892760/ERR10892760_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10892760/ERR10892760_2.fastq.gz
